\N,"FS200gBD00g00000","11689",\N,"Vanity",\N,"Fair",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Vanity Fair",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2000CD00g00000","11689",\N,"CHUCK",\N,"NORRIS",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","CHUCK NORRIS",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200sCD00g00000","11689",\N,"",\N,"DOOMS",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","DOOMS",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200UCD00g00000","11689",\N,"",\N,"US",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","US",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200kDD00g00000","11689",\N,"",\N,"ALL",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","ALL",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200MDD00g00000","11689",\N,"Chuck",\N,"Norris",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Chuck Norris",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200cED00g00000","11689",\N,"",\N,"America",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","America",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200AFD00g00000","11689",\N,"",\N,"Holding",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Holding",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2000GD00g00000","11689",\N,"",\N,"Gena",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Gena",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200sGD00g00000","11689",\N,"",\N,"Norris",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Norris",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200UGD00g00000","11689",\N,"",\N,"America",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","America",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200kHD00g00000","11689",\N,"",\N,"He",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","He",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200MHD00g00000","11689",\N,"he",\N,\N,\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","he",\N,\N,"25E7EA882C3B658FD7A0E6DE639AD385"
\N,"FS200QID00g00000","11689",\N,"he",\N,\N,\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","he",\N,\N,"25E7EA882C3B658FD7A0E6DE639AD385"
\N,"FS200gJD00g00000","11689",\N,"",\N,"Gena",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Gena",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200IJD00g00000","11689",\N,"",\N,"Last",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Last",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2008KD00g00000","11689",\N,"Tony",\N,"Hicks",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Tony Hicks",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200UKD00g00000","11689",\N,"",\N,"IN",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","IN",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200gMD00g00000","11689",\N,"",\N,"Congress",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Congress",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200END00g00000","11689",\N,"Sam",\N,"Houston",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Sam Houston",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200IOD00g00000","11689",\N,"",\N,"American",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","American",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2008PD00g00000","11689",\N,"John",\N,"Cage",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","John Cage",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200UPD00g00000","11689",\N,"",\N,"Battle",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Battle",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200EQD00g00000","11689",\N,"",\N,"French",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","French",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200IRD00g00000","11689",\N,"",\N,"War",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","War",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2008SD00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200ASD00g00000","11689",\N,"",\N,"Franklin",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Franklin",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2000TD00g00000","11689",\N,"",\N,"Roosevelt",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Roosevelt",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200MTD00g00000","11689",\N,"",\N,"American",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","American",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200cUD00g00000","11689",\N,"",\N,"Aquino",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Aquino",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200EUD00g00000","11689",\N,"Tokyo",\N,"Rose",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Tokyo Rose",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2004VD00g00000","11689",\N,"",\N,"Aquino",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Aquino",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200QVD00g00000","11689",\N,"",\N,"Gerald",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Gerald",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200gWD00g00000","11689",\N,"",\N,"Ford",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Ford",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200kXD00g00000","11689",\N,"",\N,"Road",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Road",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2004YD00g00000","11689",\N,"",\N,"Kerouac",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Kerouac",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200wYD00g00000","11689",\N,"Viking",\N,"Press",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Viking Press",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200YYD00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200oZD00g00000","11689",\N,"",\N,"John",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","John",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200QZD00g00000","11689",\N,"",\N,"Kennedy",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Kennedy",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200A:D00g00000","11689",\N,"",\N,"Black",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Black",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200E;D00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS20040E00g00000","11689",\N,"",\N,"Gerald",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Gerald",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200w0E00g00000","11689",\N,"",\N,"Ford",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Ford",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200g1E00g00000","11689",\N,"",\N,"Fromme",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Fromme",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS20002E00g00000","11689",\N,"",\N,"Manson",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Manson",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200M2E00g00000","11689",\N,"Pan",\N,"Am",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Pan Am",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS20084E00g00000","11689",\N,"",\N,"Britain",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Britain",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200A4E00g00000","11689",\N,"Elizabeth",\N,"II",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Queen Elizabeth II",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS20005E00g00000","11689",\N,"Princess",\N,"Diana",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Princess Diana",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200s5E00g00000","11689",\N,"Mother",\N,"Teresa",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Mother Teresa",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200U5E00g00000","11689",\N,"",\N,"Ten",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Ten",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200k6E00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200M6E00g00000","11689",\N,"Hamid",\N,"Karzai",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Hamid Karzai",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200c7E00g00000","11689",\N,"",\N,"German",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","German",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200Y7E00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200o8E00g00000","11689",\N,"",\N,"Barack",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Barack",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200Q8E00g00000","11689",\N,"",\N,"Labor",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Labor",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200g9E00g00000","11689",\N,"",\N,"Day",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Day",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200YaE00g00000","11689",\N,"",\N,"President",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","President",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200obE00g00000","11689",\N,"Hosni",\N,"Mubarak",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Hosni Mubarak",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200QbE00g00000","11689",\N,"",\N,"Gen",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Gen",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200gcE00g00000","11689",\N,"Hussein",\N,"Moussa",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Hussein Moussa",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200kdE00g00000","11689",\N,"",\N,"Square",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Square",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200MdE00g00000","11689",\N,"",\N,"Former",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Former",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200ceE00g00000","11689",\N,"",\N,"Board",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Board",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200EeE00g00000","11689",\N,"",\N,"Paul",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Paul",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2004fE00g00000","11689",\N,"Bob",\N,"Newhart",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Bob Newhart",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200wfE00g00000","11689",\N,"Carol",\N,"Lawrence",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Carol Lawrence",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200YfE00g00000","11689",\N,"William",\N,"Devane",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","William Devane",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200ogE00g00000","11689",\N,"George",\N,"Lazenby",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","George Lazenby",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200QgE00g00000","11689",\N,"Raquel",\N,"Welch",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Raquel Welch",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200ghE00g00000","11689",\N,"Werner",\N,"Herzog",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Werner Herzog",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200IhE00g00000","11689",\N,"Al",\N,"Stewart",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Al Stewart",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2008iE00g00000","11689",\N,"Wainwright",\N,"III",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Loudon Wainwright III",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200AiE00g00000","11689",\N,"",\N,"Cathy",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Cathy",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS2000jE00g00000","11689",\N,"",\N,"Cathy",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Cathy",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200sjE00g00000","11689",\N,"Michael",\N,"Keaton",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Michael Keaton",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200UjE00g00000","11689",\N,"",\N,"Zappa",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Zappa",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200kkE00g00000","11689",\N,"",\N,"Rose",\N,\N,\N,\N,\N,\N,"com.dp.en.PersonName","Rose",\N,\N,"218973B09EC48932D9E5F1DC4E087943"
\N,"FS200QWl10g00000","11689",\N,"Mudd",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Mudd","17","21",\N
\N,"FS200kXl10g00000","11689",\N,"Tony",\N,"Hicks",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tony Hicks","68","78",\N
\N,"FS200QXl10g00000","11689",\N,"Mudd",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Mudd","214","218",\N
\N,"FS200kYl10g00000","11689",\N,"Wes",\N,"Scantlin",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Wes Scantlin","226","238",\N
\N,"FS200QYl10g00000","11689",\N,"Mudd",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Mudd","469","473",\N
\N,"FS200kZl10g00000","11689",\N,"Bergstrom",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Bergstrom","819","828",\N
\N,"FS200QZl10g00000","11689",\N,"Billie",\N,"Armstrong",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Billie Joe Armstrong","1447","1467",\N
\N,"FS200k:l10g00000","11689",\N,"Billie",\N,"Armstrong",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Billie Joe Armstrong","1504","1524",\N
\N,"FS200Q:l10g00000","11689",\N,"Armstrong",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Armstrong","1896","1905",\N
\N,"FS200k;l10g00000","11689",\N,"Armstrong",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Armstrong","2006","2015",\N
\N,"FS200Q;l10g00000","11689",\N,"Armstrong",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Armstrong","2203","2212",\N
\N,"FS200k0m10g00000","11689",\N,"Mike",\N,"Dirnt",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Mike Dirnt","2239","2249",\N
\N,"FS200Q0m10g00000","11689",\N,"Tre",\N,"Cool",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tre Cool","2254","2262",\N
\N,"FS200k1m10g00000","11689",\N,"Billy",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Billy","2353","2358",\N
\N,"FS200Q1m10g00000","11689",\N,"Billie",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Billie","2549","2555",\N
\N,"FS200k2m10g00000","11689",\N,"Michael",\N,"Duncan",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Michael Clarke Duncan","2627","2648",\N
\N,"FS200Q2m10g00000","11689",\N,"Michael",\N,"Duncan",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Michael Clarke Duncan","2685","2706",\N
\N,"FS200k3m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","3113","3119",\N
\N,"FS200Q3m10g00000","11689",\N,"Mike",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Mike","3361","3365",\N
\N,"FS200k4m10g00000","11689",\N,"Tom",\N,"Hanks",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tom Hanks","3368","3377",\N
\N,"FS200Q4m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","3399","3405",\N
\N,"FS200k5m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","3615","3621",\N
\N,"FS200Q5m10g00000","11689",\N,"Frank",\N,"Darabont",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Frank Darabont","3702","3716",\N
\N,"FS200k6m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","3731","3737",\N
\N,"FS200Q6m10g00000","11689",\N,"Michael",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Michael","3885","3892",\N
\N,"FS200k7m10g00000","11689",\N,"Dwayne",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Dwayne","4076","4082",\N
\N,"FS200Q7m10g00000","11689",\N,"Duncan",\N,"Johnson",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan Johnson","4094","4109",\N
\N,"FS200k8m10g00000","11689",\N,"Michael",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Michael","4217","4224",\N
\N,"FS200Q8m10g00000","11689",\N,"Tommy",\N,"Davidson",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tommy Davidson","4233","4247",\N
\N,"FS200k9m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","4265","4271",\N
\N,"FS200Q9m10g00000","11689",\N,"Duncan",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Duncan","4297","4303",\N
\N,"FS200kam10g00000","11689",\N,"Will",\N,"Smith",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Will Smith","4328","4338",\N
\N,"FS200Qam10g00000","11689",\N,"Jamie",\N,"Foxx",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Jamie Foxx","4343","4353",\N
\N,"FS200kbm10g00000","11689",\N,"Michael",\N,"Duncan",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Michael Clarke Duncan","4501","4522",\N
\N,"FS200Qbm10g00000","11689",\N,"Terry",\N,"Crews",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Terry Crews","4556","4567",\N
\N,"FS200kcm10g00000","11689",\N,"Tom",\N,"Cruise",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tom Cruise","4693","4703",\N
\N,"FS200Qcm10g00000","11689",\N,"Nazanin",\N,"Boniadi",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Nazanin Boniadi","4753","4768",\N
\N,"FS200kdm10g00000","11689",\N,"Katie",\N,"Holmes",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Katie Holmes","4802","4814",\N
\N,"FS200Qdm10g00000","11689",\N,"Maureen",\N,"Orth",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Maureen Orth","4933","4945",\N
\N,"FS200kem10g00000","11689",\N,"Shelly",\N,"Miscavige",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Shelly Miscavige","5011","5027",\N
\N,"FS200Qem10g00000","11689",\N,"David",\N,"Miscavige",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","David Miscavige","5055","5070",\N
\N,"FS200kfm10g00000","11689",\N,"Orth",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Orth","5138","5142",\N
\N,"FS200Qfm10g00000","11689",\N,"Scientologist",\N,"Paul",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Scientologist Paul","5560","5578",\N
\N,"FS200kgm10g00000","11689",\N,"Naz",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Naz","5866","5869",\N
\N,"FS200Qgm10g00000","11689",\N,"Katie",\N,"Holmes",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Katie Holmes","7238","7250",\N
\N,"FS200khm10g00000","11689",\N,"Holmes",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Holmes","7276","7282",\N
\N,"FS200Qhm10g00000","11689",\N,"Chuck",\N,"Norris",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Chuck Norris","7480","7492",\N
\N,"FS200kim10g00000","11689",\N,"Chuck",\N,"Norris",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Chuck Norris","7530","7542",\N
\N,"FS200Qim10g00000","11689",\N,"Obama",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Obama","7646","7651",\N
\N,"FS200kjm10g00000","11689",\N,"Norris",\N,"Gena",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Norris Gena","7707","7719",\N
\N,"FS200Qjm10g00000","11689",\N,"Obama",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Obama","7843","7848",\N
\N,"FS200kkm10g00000","11689",\N,"Gena",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Gena","8066","8070",\N
\N,"FS200Qkm10g00000","11689",\N,"Obama",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Obama","8133","8138",\N
\N,"FS200klm10g00000","11689",\N,"Tony",\N,"Hicks",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tony Hicks","8225","8235",\N
\N,"FS200Qlm10g00000","11689",\N,"John",\N,"Cage",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","John Cage","8768","8777",\N
\N,"FS200kmm10g00000","11689",\N,"Franklin",\N,"Roosevelt",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Franklin D. Roosevelt","8982","9003",\N
\N,"FS200Qmm10g00000","11689",\N,"Iva",\N,"Toguri",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Iva Toguri","9094","9104",\N
\N,"FS200knm10g00000","11689",\N,"Tokyo",\N,"Rose",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Tokyo Rose","9155","9165",\N
\N,"FS200Qnm10g00000","11689",\N,"Jack",\N,"Kerouac",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Jack Kerouac","9357","9369",\N
\N,"FS200kom10g00000","11689",\N,"John",\N,"Kennedy",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","John F. Kennedy","9425","9440",\N
\N,"FS200Qom10g00000","11689",\N,"Lynette",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Lynette","9785","9792",\N
\N,"FS200kpm10g00000","11689",\N,"Charles",\N,"Manson",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Charles Manson","9825","9839",\N
\N,"FS200Qpm10g00000","11689",\N,"Elizabeth",\N,"II",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Elizabeth II","10075","10087",\N
\N,"FS200kqm10g00000","11689",\N,"Princess",\N,"Diana",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Princess Diana","10119","10133",\N
\N,"FS200Qqm10g00000","11689",\N,"Teresa",\N,"",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Teresa","10251","10257",\N
\N,"FS200krm10g00000","11689",\N,"Hamid",\N,"Karzai",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Hamid Karzai","10333","10345",\N
\N,"FS200Qrm10g00000","11689",\N,"Barack",\N,"Obama",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Barack Obama","10706","10718",\N
\N,"FS200ksm10g00000","11689",\N,"Hosni",\N,"Mubarak",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Hosni Mubarak","11023","11036",\N
\N,"FS200Qsm10g00000","11689",\N,"Hussein",\N,"Moussa",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Hussein Moussa","11043","11057",\N
\N,"FS200ktm10g00000","11689",\N,"Paul",\N,"Volcker",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Paul A. Volcker","11265","11280",\N
\N,"FS200Qtm10g00000","11689",\N,"Bob",\N,"Newhart",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Bob Newhart","11302","11313",\N
\N,"FS200kum10g00000","11689",\N,"Carol",\N,"Lawrence",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Carol Lawrence","11335","11349",\N
\N,"FS200Qum10g00000","11689",\N,"William",\N,"Devane",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","William Devane","11362","11376",\N
\N,"FS200kvm10g00000","11689",\N,"George",\N,"Lazenby",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","George Lazenby","11389","11403",\N
\N,"FS200Qvm10g00000","11689",\N,"Raquel",\N,"Welch",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Raquel Welch","11418","11430",\N
\N,"FS200kwm10g00000","11689",\N,"Werner",\N,"Herzog",\N,\N,\N,\N,\N,\N,"com.ibm.systemT.Person","Werner Herzog","11452","11465",\N
